Compound,MagpieData mean SpaceGroupNumber,MagpieData minimum GSvolume_pa,avg ionic char,MagpieData range MeltingT,MagpieData avg_dev MendeleevNumber,mean_diff_eta,MagpieData maximum CovalentRadius,avg anion electron affinity,MagpieData minimum AtomicWeight,geom-mean_eta_both,Thermo_Dyn_stability_level
CN-Cl-Ni,169.25,5.64,0.052791721144522,3759.95,9.5,3.5,124.0,-185000.0,12.0107,5.96024645017863,4
CN-Cl-Pb,169.25,5.64,0.027457896923518996,3759.95,5.25,3.5,146.0,-185000.0,12.0107,5.96024645017863,4
CN-Cl-Pd,169.25,5.64,0.034271510426808996,3759.95,9.25,1.8,139.0,-185000.0,12.0107,5.53300267374586,7
CN-Cl-Pt,169.25,5.64,0.029950803170115003,3759.95,9.0,3.0,136.0,-185000.0,12.0107,5.84100939580006,8
CN-Cl-Sr,169.25,5.64,0.12455783362428399,3759.95,28.625,11.3,195.0,-185000.0,12.0107,7.404921245596549,3
CN-Cl-Zn,161.5,5.64,0.07197310210007901,3759.95,7.5,5.8,122.0,-185000.0,12.0107,6.455538779394571,4
CN-F-Ba,158.0,5.64,0.171738140644577,3769.5,28.125,6.65,215.0,-174500.0,12.0107,7.8017966494641,4
CN-F-Be,149.25,5.64,0.128339976081595,3769.5,7.75,61.65,96.0,-174500.0,9.012182000000001,13.599863032069301,5
CN-F-Ca,157.0,5.64,0.16539508870997502,3769.5,28.875,13.55,176.0,-174500.0,12.0107,9.00768890257786,4
CN-F-Cd,149.25,5.64,0.12011994620947801,3769.5,7.0,4.15,144.0,-174500.0,12.0107,7.25666450203704,4
CN-F-Co,149.25,5.64,0.107280084557024,3769.5,10.0,2.05,126.0,-174500.0,12.0107,6.72557242816058,4
CN-F-Cu,157.0,5.64,0.105955469959495,3769.5,8.5,2.15,132.0,-174500.0,12.0107,6.752801763277461,5
CN-F-Fe,158.0,5.64,0.110619302593321,3769.5,10.875,1.15,132.0,-174500.0,12.0107,6.469920187066821,4
CN-F-Mg,149.25,5.64,0.14589835066382098,3769.5,7.5,26.35,141.0,-174500.0,12.0107,10.6435316728939,4
CN-F-Mn,155.0,5.64,0.12970902467709,3769.5,12.0,3.15,139.0,-174500.0,12.0107,7.01378236975476,4
CN-F-Ni,157.0,5.64,0.105295794383405,3769.5,9.25,2.35,124.0,-174500.0,12.0107,6.80661121730013,5
CN-F-Pb,157.0,5.64,0.080052222448265,3769.5,4.875,2.35,146.0,-174500.0,12.0107,6.80661121730013,4
CN-F-Pd,157.0,5.64,0.08723045081933599,3769.5,9.0,0.65,139.0,-174500.0,12.0107,6.318698124192751,5
CN-F-Pt,157.0,5.64,0.08273020648770402,3769.5,8.75,1.85,136.0,-174500.0,12.0107,6.670442305723231,8
CN-F-Sr,157.0,5.64,0.168320889964077,3769.5,28.5,10.15,195.0,-174500.0,12.0107,8.45643220205954,3
CN-F-Zn,149.25,5.64,0.12285792809355099,3769.5,7.25,4.65,122.0,-174500.0,12.0107,7.37223586924433,4
CN-I-Ba,170.25,5.64,0.113926048641949,3759.95,28.5,8.3,215.0,-158100.0,12.0107,6.30806056514701,4
CN-I-Be,161.5,5.64,0.061533988611327,3759.95,8.5,63.3,139.0,-158100.0,9.012182000000001,10.9960261127659,7
CN-I-Ca,169.25,5.64,0.10580158966256699,3759.95,29.25,15.2,176.0,-158100.0,12.0107,7.28307205409754,4
CN-I-Cd,161.5,5.64,0.052568978360238,3759.95,7.75,5.8,144.0,-158100.0,12.0107,5.8672997049912095,8
CN-I-Co,161.5,5.64,0.039353299071276,3759.95,10.75,3.7,139.0,-158100.0,12.0107,5.43789079852959,7
CN-I-Cu,169.25,5.64,0.038052033592239,3759.95,9.25,3.8,139.0,-158100.0,12.0107,5.45990679084308,8
CN-I-Fe,170.25,5.64,0.04268835330522,3759.95,11.5,2.8,139.0,-158100.0,12.0107,5.2311858697942695,8
CN-I-Mg,161.5,5.64,0.08178870414799401,3759.95,8.25,28.0,141.0,-158100.0,12.0107,8.60571550839984,4
CN-I-Mn,167.25,5.64,0.06306124795368401,3759.95,12.375,4.8,139.0,-158100.0,12.0107,5.67091991332695,4
CN-I-Ni,169.25,5.64,0.03740875726289,3759.95,10.0,4.0,139.0,-158100.0,12.0107,5.50341385853572,7
CN-I-Pb,169.25,5.64,0.015876726753468,3759.95,6.0,4.0,146.0,-158100.0,12.0107,5.50341385853572,7
CN-I-Pd,169.25,5.64,0.021258684513431,3759.95,9.75,2.3,139.0,-158100.0,12.0107,5.10891686250584,7
CN-I-Pt,169.25,5.64,0.017794389860733995,3759.95,9.5,3.5,139.0,-158100.0,12.0107,5.393315918290599,7
CN-I-Sr,169.25,5.64,0.10953072191124301,3759.95,28.875,11.8,195.0,-158100.0,12.0107,6.8373592510021695,3
CN-I-Zn,161.5,5.64,0.055514849815361,3759.95,8.0,6.3,139.0,-158100.0,12.0107,5.96074371753036,8
F-Br-Ba,102.666666666667,9.7075,0.199392693130784,946.5,37.77777777777779,7.2,215.0,-326300.0,18.998403200000002,7.21969914058007,4
F-Br-Be,91.0,7.89,0.1531128168112,1506.5,12.0,62.2,120.0,-326300.0,9.012182000000001,12.5851677320225,5
F-Br-Ca,101.333333333333,9.7075,0.193076389732746,1061.5,38.6666666666667,14.1,176.0,-326300.0,18.998403200000002,8.33561892862475,4
F-Br-Cd,91.0,9.7075,0.143480015218329,540.72,10.6666666666667,4.7,144.0,-326300.0,18.998403200000002,6.71523968423779,1
F-Br-Co,91.0,9.7075,0.127768696335337,1714.5,16.0,2.6,126.0,-326300.0,18.998403200000002,6.2237727617311505,1
F-Br-Cu,101.333333333333,9.7075,0.126096562906269,1304.27,13.333333333333302,2.7,132.0,-326300.0,18.998403200000002,6.2489704970957805,5
F-Br-Fe,102.666666666667,9.7075,0.13193920081442,1757.5,17.3333333333333,1.7,132.0,-326300.0,18.998403200000002,5.98719491328918,4
F-Br-Mg,91.0,9.7075,0.172717968368099,869.5,11.555555555555598,26.9,141.0,-326300.0,18.998403200000002,9.84941032483934,4
F-Br-Mn,98.6666666666667,9.7075,0.15468767729257096,1465.5,18.6666666666667,3.7,139.0,-326300.0,18.998403200000002,6.490479157850441,4
F-Br-Ni,101.333333333333,9.7075,0.12525993192061302,1674.5,14.666666666666698,2.9,124.0,-326300.0,18.998403200000002,6.29876519008989,5
F-Br-Pb,101.333333333333,9.7075,0.09079845788748502,547.11,5.77777777777778,2.9,146.0,-326300.0,18.998403200000002,6.29876519008989,1
F-Br-Pd,101.333333333333,9.7075,0.101176814670914,1774.55,14.2222222222222,1.2,139.0,-326300.0,18.998403200000002,5.847255634374031,2
F-Br-Pt,101.333333333333,9.7075,0.09473968174572198,1987.9,13.7777777777778,2.4,136.0,-326300.0,18.998403200000002,6.17275593631717,5
F-Br-Sr,101.333333333333,9.7075,0.19600854630932,996.5,38.22222222222221,10.7,195.0,-326300.0,18.998403200000002,7.825491876384209,3
F-Br-Zn,91.0,9.7075,0.146723096151673,639.18,11.1111111111111,5.2,122.0,-326300.0,18.998403200000002,6.82218819084357,5
F-Cl-Ba,102.666666666667,9.7075,0.198563131752091,946.5,37.5555555555556,6.95,215.0,-338500.0,18.998403200000002,7.49552325429064,4
F-Cl-Be,91.0,7.89,0.154346726526787,1506.5,11.7777777777778,61.95,102.0,-338500.0,9.012182000000001,13.065976234979802,5
F-Cl-Ca,101.333333333333,9.7075,0.192738463574186,1061.5,38.4444444444444,13.85,176.0,-338500.0,18.998403200000002,8.65407606353415,0
F-Cl-Cd,91.0,9.7075,0.144729990576327,540.72,10.4444444444444,4.45,144.0,-338500.0,18.998403200000002,6.9717912382836,1
F-Cl-Co,91.0,9.7075,0.128752776421339,1714.5,15.7777777777778,2.35,126.0,-338500.0,18.998403200000002,6.46154812778367,1
F-Cl-Cu,101.333333333333,9.7075,0.127030758535637,1304.27,13.1111111111111,2.45,132.0,-338500.0,18.998403200000002,6.48770852695038,5
F-Cl-Fe,102.666666666667,9.7075,0.13302944177239398,1757.5,17.1111111111111,1.45,132.0,-338500.0,18.998403200000002,6.21593196983608,4
F-Cl-Mg,91.0,9.7075,0.17349443109165502,869.5,11.333333333333302,26.65,141.0,-338500.0,18.998403200000002,10.225700918189801,1
F-Cl-Mn,98.6666666666667,9.7075,0.155906023976554,1465.5,18.4444444444444,3.45,139.0,-338500.0,18.998403200000002,6.73844387582721,4
F-Cl-Ni,101.333333333333,9.7075,0.12616758456300697,1674.5,14.444444444444402,2.65,124.0,-338500.0,18.998403200000002,6.53940559520905,2
F-Cl-Pb,101.333333333333,9.7075,0.089626721292585,547.11,5.55555555555556,2.65,146.0,-338500.0,18.998403200000002,6.53940559520905,1
F-Cl-Pd,101.333333333333,9.7075,0.10084690251286,1774.55,14.0,0.95,139.0,-338500.0,18.998403200000002,6.07064639783745,2
F-Cl-Pt,101.333333333333,9.7075,0.093911818665156,1987.9,13.555555555555598,2.15,136.0,-338500.0,18.998403200000002,6.40858223629642,5
F-Cl-Sr,101.333333333333,9.7075,0.195451584547666,996.5,38.0,10.45,195.0,-338500.0,18.998403200000002,8.12445992465382,4
F-Cl-Zn,91.0,9.7075,0.147982821775927,639.18,10.8888888888889,4.95,122.0,-338500.0,18.998403200000002,7.08282564604298,1
I-Br-Ba,119.0,29.48,0.13585890448339802,734.2,38.4444444444444,8.85,215.0,-309900.0,79.904,5.83741175105445,1
I-Br-Be,107.333333333333,7.89,0.073589880665787,1294.2,12.666666666666698,63.85,139.0,-309900.0,9.012182000000001,10.175604907824,5
I-Br-Ca,117.666666666667,29.48,0.12637565522797198,849.2,39.3333333333333,15.75,176.0,-309900.0,40.078,6.73967695035509,1
I-Br-Cd,107.333333333333,19.495,0.062632669510298,328.42,11.333333333333302,6.35,144.0,-309900.0,79.904,5.4295363671854195,1
I-Br-Co,107.333333333333,10.245,0.046253230384625,1502.2,16.6666666666667,4.25,139.0,-309900.0,58.933195,5.03216595979967,0
I-Br-Cu,117.666666666667,11.07,0.044622606499542,1091.97,14.0,4.35,139.0,-309900.0,63.54600000000001,5.05253932351655,2
I-Br-Fe,119.0,10.73,0.050416332548414,1545.2,18.0,3.35,139.0,-309900.0,55.845,4.8408834304804005,4
I-Br-Mg,107.333333333333,22.89,0.097988527252802,657.2,12.2222222222222,28.55,141.0,-309900.0,24.305,7.96363705074761,1
I-Br-Mn,115.0,10.487586206900001,0.075446004697133,1253.2,19.3333333333333,5.35,139.0,-309900.0,54.938044999999995,5.24780860923327,4
I-Br-Ni,117.666666666667,10.32,0.043815129730316,1462.2,15.333333333333302,4.55,139.0,-309900.0,58.6934,5.09280029843588,1
I-Br-Pb,117.666666666667,28.11,0.015951951565131,334.81,6.44444444444444,4.55,146.0,-309900.0,79.904,5.09280029843588,0
I-Br-Pd,117.666666666667,14.41,0.023136938373255003,1562.25,14.8888888888889,2.85,139.0,-309900.0,79.904,4.72773699940796,2
I-Br-Pt,117.666666666667,15.02,0.018541493766171,1775.6,14.444444444444402,4.05,139.0,-309900.0,79.904,4.9909168425755,5
I-Br-Sr,117.666666666667,29.48,0.13073595579490102,784.2,38.8888888888889,12.35,195.0,-309900.0,79.904,6.327219091475341,0
I-Br-Zn,107.333333333333,13.96,0.066245331903287,426.88,11.7777777777778,6.85,139.0,-309900.0,65.38,5.51600845654289,1
I-Cl-Ba,119.0,24.4975,0.14754412014998902,828.4,38.22222222222221,8.6,215.0,-322100.0,35.453,6.06042643508031,1
I-Cl-Be,107.333333333333,7.89,0.087338567426658,1388.4,12.444444444444402,63.6,139.0,-322100.0,9.012182000000001,10.5643575622655,5
I-Cl-Ca,117.666666666667,24.4975,0.138552506114697,943.4,39.1111111111111,15.5,176.0,-322100.0,35.453,6.9971621149485195,0
I-Cl-Cd,107.333333333333,19.495,0.07639742191358,422.62,11.1111111111111,6.1,144.0,-322100.0,35.453,5.636968425942639,1
I-Cl-Co,107.333333333333,10.245,0.059752087515912,1596.4,16.4444444444444,4.0,139.0,-322100.0,35.453,5.2244167293788,1
I-Cl-Cu,117.666666666667,11.07,0.058071579174195,1186.17,13.7777777777778,4.1,139.0,-322100.0,35.453,5.24556844478057,2
I-Cl-Fe,119.0,10.73,0.064021350551673,1639.4,17.7777777777778,3.1,139.0,-322100.0,35.453,5.0258263700391295,4
I-Cl-Mg,107.333333333333,22.89,0.111279767021643,751.4,12.0,28.3,141.0,-322100.0,24.305,8.26788284945256,1
I-Cl-Mn,115.0,10.487586206900001,0.089179128426401,1347.4,19.111111111111104,5.1,139.0,-322100.0,35.453,5.448297872065379,4
I-Cl-Ni,117.666666666667,10.32,0.057237559417995,1556.4,15.1111111111111,4.3,139.0,-322100.0,35.453,5.28736756519711,2
I-Cl-Pb,117.666666666667,24.4975,0.027294992015514996,429.01,6.22222222222222,4.3,146.0,-322100.0,35.453,5.28736756519711,0
I-Cl-Pd,117.666666666667,14.41,0.035321803260486,1656.45,14.666666666666698,2.6,139.0,-322100.0,35.453,4.908357249965049,2
I-Cl-Pt,117.666666666667,15.02,0.03022840773089,1869.8,14.2222222222222,3.8,139.0,-322100.0,35.453,5.18159171529547,5
I-Cl-Sr,117.666666666667,24.4975,0.14269377107853098,878.4,38.6666666666667,12.1,195.0,-322100.0,35.453,6.56894656019346,1
I-Cl-Zn,107.333333333333,13.96,0.08001983457282699,521.08,11.555555555555598,6.6,139.0,-322100.0,35.453,5.726744127672781,2
I-F-Ba,102.666666666667,9.7075,0.200476761549526,946.5,38.0,7.45,215.0,-311600.0,18.998403200000002,6.921016924292389,3
I-F-Be,91.0,7.89,0.152889152762857,1506.5,12.2222222222222,62.45,139.0,-311600.0,9.012182000000001,12.0645136552585,4
I-F-Ca,101.333333333333,9.7075,0.193599691163769,1061.5,38.8888888888889,14.35,176.0,-311600.0,18.998403200000002,7.99077060638134,4
I-F-Cd,91.0,9.7075,0.143687439058017,540.72,10.8888888888889,4.95,144.0,-311600.0,18.998403200000002,6.43742718364238,4
I-F-Co,91.0,9.7075,0.129131249298374,1714.5,16.2222222222222,2.85,139.0,-311600.0,18.998403200000002,5.96629246983142,5
I-F-Cu,101.333333333333,9.7075,0.127614389529074,1304.27,13.555555555555598,2.95,139.0,-311600.0,18.998403200000002,5.99044776349626,5
I-F-Fe,102.666666666667,9.7075,0.132941459845292,1757.5,17.5555555555556,1.95,139.0,-311600.0,18.998403200000002,5.73950195389754,4
I-F-Mg,91.0,9.7075,0.172312074318465,869.5,11.7777777777778,27.15,141.0,-311600.0,18.998403200000002,9.44193576839773,5
I-F-Mn,98.6666666666667,9.7075,0.154414220576893,1465.5,18.888888888888896,3.95,139.0,-311600.0,18.998403200000002,6.22196510180904,5
I-F-Ni,101.333333333333,9.7075,0.126857769970182,1674.5,14.8888888888889,3.15,139.0,-311600.0,18.998403200000002,6.0381824275371905,5
I-F-Pb,101.333333333333,9.7075,0.09707565107590402,547.11,6.0,3.15,146.0,-311600.0,18.998403200000002,6.0381824275371905,1
I-F-Pd,101.333333333333,9.7075,0.105750666530263,1774.55,14.444444444444402,1.45,139.0,-311600.0,18.998403200000002,5.605352026194709,5
I-F-Pt,101.333333333333,9.7075,0.100338093978553,1987.9,14.0,2.65,139.0,-311600.0,18.998403200000002,5.917386233541159,5
I-F-Sr,101.333333333333,9.7075,0.19677439603233499,996.5,38.4444444444444,10.95,195.0,-311600.0,18.998403200000002,7.50174774083678,3
I-F-Zn,91.0,9.7075,0.146761383355393,639.18,11.333333333333302,5.45,139.0,-311600.0,18.998403200000002,6.53995118219599,5
NC-Br-Ba,170.25,5.64,0.12133965867341401,3759.95,28.375,8.0,215.0,-172800.0,12.0107,6.621418023314691,4
NC-Br-Be,161.5,5.64,0.069683198155528,3759.95,8.25,63.0,120.0,-172800.0,9.012182000000001,11.542261640636301,4
NC-Br-Ca,169.25,5.64,0.11353063112462401,3759.95,29.125,14.9,176.0,-172800.0,12.0107,7.644863911191241,4
NC-Br-Cd,161.5,5.64,0.060475700967421,3759.95,7.5,5.5,144.0,-172800.0,12.0107,6.158762049538491,4
NC-Br-Co,161.5,5.64,0.046610261546575,3759.95,10.5,3.4,126.0,-172800.0,12.0107,5.708021945943661,7
NC-Br-Cu,169.25,5.64,0.04522165463391901,3759.95,9.0,3.5,132.0,-172800.0,12.0107,5.73113159855402,8
NC-Br-Fe,170.25,5.64,0.050147981117361996,3759.95,11.25,2.5,132.0,-172800.0,12.0107,5.491048800790581,8
NC-Br-Mg,161.5,5.64,0.09004041806792099,3759.95,8.0,27.7,141.0,-172800.0,12.0107,9.03321063302274,4
NC-Br-Mn,167.25,5.64,0.071238465873261,3759.95,12.25,4.5,139.0,-172800.0,12.0107,5.95262695008733,4
NC-Br-Ni,169.25,5.64,0.044533371877015,3759.95,9.75,3.7,124.0,-172800.0,12.0107,5.7767999112131205,8
NC-Br-Pb,169.25,5.64,0.020369204101991,3759.95,5.625,3.7,146.0,-172800.0,12.0107,5.7767999112131205,4
NC-Br-Pd,169.25,5.64,0.026709291359554004,3759.95,9.5,2.0,139.0,-172800.0,12.0107,5.36270599238042,8
NC-Br-Pt,169.25,5.64,0.022668681496774,3759.95,9.25,3.2,136.0,-172800.0,12.0107,5.6612327763798405,8
NC-Br-Sr,169.25,5.64,0.117123329959056,3759.95,28.75,11.5,195.0,-172800.0,12.0107,7.17701000313843,4
NC-Br-Zn,161.5,5.64,0.06351671178027599,3759.95,7.75,6.0,122.0,-172800.0,12.0107,6.25684796079561,5
NC-Cl-Ba,170.25,5.64,0.128620825054059,3759.95,28.25,7.75,215.0,-185000.0,12.0107,6.87438517917893,4
NC-Cl-Be,161.5,5.64,0.078125067026705,3759.95,8.0,62.75,102.0,-185000.0,9.012182000000001,11.9832265652479,4
NC-Cl-Ca,169.25,5.64,0.12108834231659402,3759.95,29.0,14.65,176.0,-185000.0,12.0107,7.93693118043383,4
NC-Cl-Cd,161.5,5.64,0.068926606762454,3759.95,7.25,5.25,144.0,-185000.0,12.0107,6.39405372178008,4
NC-Cl-Co,161.5,5.64,0.05491160125111099,3759.95,10.25,3.15,126.0,-185000.0,12.0107,5.92609337296908,4
NC-Cl-Cu,169.25,5.64,0.053494934331598,3759.95,8.75,3.25,132.0,-185000.0,12.0107,5.95008591547904,7
NC-Cl-Fe,170.25,5.64,0.05850903631238201,3759.95,11.0,2.25,132.0,-185000.0,12.0107,5.700830903801861,7
NC-Cl-Mg,161.5,5.64,0.09822497300608099,3759.95,7.75,27.45,141.0,-185000.0,12.0107,9.37831882497078,4
NC-Cl-Mn,167.25,5.64,0.079671580539161,3759.95,12.125,4.25,139.0,-185000.0,12.0107,6.18004335910761,4
NC-Cl-Ni,169.25,5.64,0.052791721144522,3759.95,9.5,3.45,124.0,-185000.0,12.0107,5.997498957609349,5
NC-Cl-Pb,169.25,5.64,0.027457896923518996,3759.95,5.25,3.45,146.0,-185000.0,12.0107,5.997498957609349,4
NC-Cl-Pd,169.25,5.64,0.034271510426808996,3759.95,9.25,1.75,139.0,-185000.0,12.0107,5.567584838248769,8
NC-Cl-Pt,169.25,5.64,0.029950803170115003,3759.95,9.0,2.95,136.0,-185000.0,12.0107,5.8775166522933695,8
NC-Cl-Sr,169.25,5.64,0.12455783362428399,3759.95,28.625,11.25,195.0,-185000.0,12.0107,7.4512032049134005,4
NC-Cl-Zn,161.5,5.64,0.07197310210007901,3759.95,7.5,5.75,122.0,-185000.0,12.0107,6.4958869442496505,5
NC-CN-Ba,201.0,5.64,0.10396233813584199,3759.95,22.56,7.45,215.0,-21000.0,12.0107,7.15527834929243,4
NC-CN-Be,194.0,5.64,0.05978813355913701,3759.95,4.0,62.45,96.0,-21000.0,9.012182000000001,12.472871298611901,8
NC-CN-Ca,200.2,5.64,0.097178876489766,3759.95,23.2,14.35,176.0,-21000.0,12.0107,8.26124087535713,4
NC-CN-Cd,194.0,5.64,0.052102324814028,3759.95,3.52,4.95,144.0,-21000.0,12.0107,6.65532014386342,7
NC-CN-Co,194.0,5.64,0.040667006924993,3759.95,6.88,2.85,126.0,-21000.0,12.0107,6.168238540941861,7
NC-CN-Cu,200.2,5.64,0.039532513192938996,3759.95,4.96,2.95,132.0,-21000.0,12.0107,6.19321143895258,7
NC-CN-Fe,201.0,5.64,0.043566865381057,3759.95,7.84,1.95,132.0,-21000.0,12.0107,5.9337716575001,7
NC-CN-Mg,194.0,5.64,0.07699625947521001,3759.95,3.84,27.15,141.0,-21000.0,12.0107,9.76152483342372,5
NC-CN-Mn,198.6,5.64,0.061092746226309995,3759.95,8.8,3.95,139.0,-21000.0,12.0107,6.432565137467719,7
NC-CN-Ni,200.2,5.64,0.038971007014659,3759.95,5.92,3.15,124.0,-21000.0,12.0107,6.242561817929981,8
NC-CN-Pb,200.2,5.64,0.019756184252080002,3759.95,2.24,3.15,146.0,-21000.0,12.0107,6.242561817929981,7
NC-CN-Pd,200.2,5.64,0.024671697812372002,3759.95,5.6,1.45,139.0,-21000.0,12.0107,5.79508104544826,7
NC-CN-Pt,200.2,5.64,0.021522918981017,3759.95,5.28,2.65,136.0,-150866.666666667,12.0107,6.1176769345333,8
NC-CN-Sr,200.2,5.64,0.10029514017886,3759.95,22.88,10.95,195.0,-21000.0,12.0107,7.755665645529509,4
NC-CN-Zn,194.0,5.64,0.054633371004058004,3759.95,3.68,5.45,122.0,-21000.0,12.0107,6.7613143575979295,7
NC-F-Ba,158.0,5.64,0.171738140644577,3769.5,28.125,6.6,215.0,-174500.0,12.0107,7.850559144452619,4
NC-F-Be,149.25,5.64,0.128339976081595,3769.5,7.75,61.6,96.0,-174500.0,9.012182000000001,13.6848643827506,3
NC-F-Ca,157.0,5.64,0.16539508870997502,3769.5,28.875,13.5,176.0,-174500.0,12.0107,9.06398841981794,4
NC-F-Cd,149.25,5.64,0.12011994620947801,3769.5,7.0,4.1,144.0,-174500.0,12.0107,7.30201983265031,4
NC-F-Co,149.25,5.64,0.107280084557024,3769.5,10.0,2.0,126.0,-174500.0,12.0107,6.767608347136449,4
NC-F-Cu,157.0,5.64,0.105955469959495,3769.5,8.5,2.1,132.0,-174500.0,12.0107,6.7950078700160805,5
NC-F-Fe,158.0,5.64,0.110619302593321,3769.5,10.875,1.1,132.0,-174500.0,12.0107,6.51035823805341,4
NC-F-Mg,149.25,5.64,0.14589835066382098,3769.5,7.5,26.3,141.0,-174500.0,12.0107,10.710055472882301,4
NC-F-Mn,155.0,5.64,0.12970902467709,3769.5,12.0,3.1,139.0,-174500.0,12.0107,7.05761964763091,4
NC-F-Ni,157.0,5.64,0.105295794383405,3769.5,9.25,2.3,124.0,-174500.0,12.0107,6.84915364185758,5
NC-F-Pb,157.0,5.64,0.080052222448265,3769.5,4.875,2.3,146.0,-174500.0,12.0107,6.84915364185758,4
NC-F-Pd,157.0,5.64,0.08723045081933599,3769.5,9.0,0.6,139.0,-174500.0,12.0107,6.35819101274889,8
NC-F-Pt,157.0,5.64,0.08273020648770402,3769.5,8.75,1.8,136.0,-174500.0,12.0107,6.7121336524883795,8
NC-F-Sr,157.0,5.64,0.168320889964077,3769.5,28.5,10.1,195.0,-174500.0,12.0107,8.50928627547377,4
NC-F-Zn,149.25,5.64,0.12285792809355099,3769.5,7.25,4.6,122.0,-174500.0,12.0107,7.418313539655401,4
NC-I-Ba,170.25,5.64,0.113926048641949,3759.95,28.5,8.25,215.0,-158100.0,12.0107,6.34748696723305,4
NC-I-Be,161.5,5.64,0.061533988611327,3759.95,8.5,63.25,139.0,-158100.0,9.012182000000001,11.064753060199802,7
NC-I-Ca,169.25,5.64,0.10580158966256699,3759.95,29.25,15.15,176.0,-158100.0,12.0107,7.32859243619611,4
NC-I-Cd,161.5,5.64,0.052568978360238,3759.95,7.75,5.75,144.0,-158100.0,12.0107,5.903971280182849,7
NC-I-Co,161.5,5.64,0.039353299071276,3759.95,10.75,3.65,139.0,-158100.0,12.0107,5.47187849837942,7
NC-I-Cu,169.25,5.64,0.038052033592239,3759.95,9.25,3.75,139.0,-158100.0,12.0107,5.49403209421721,8
NC-I-Fe,170.25,5.64,0.04268835330522,3759.95,11.5,2.75,139.0,-158100.0,12.0107,5.2638816302993,7
NC-I-Mg,161.5,5.64,0.08178870414799401,3759.95,8.25,27.95,141.0,-158100.0,12.0107,8.65950262670159,4
NC-I-Mn,167.25,5.64,0.06306124795368401,3759.95,12.375,4.75,139.0,-158100.0,12.0107,5.70636408295586,4
NC-I-Ni,169.25,5.64,0.03740875726289,3759.95,10.0,3.95,139.0,-158100.0,12.0107,5.53781108814245,8
NC-I-Pb,169.25,5.64,0.015876726753468,3759.95,6.0,3.95,146.0,-158100.0,12.0107,5.53781108814245,7
NC-I-Pd,169.25,5.64,0.021258684513431,3759.95,9.75,2.25,139.0,-158100.0,12.0107,5.1408484218758,8
NC-I-Pt,169.25,5.64,0.017794389860733995,3759.95,9.5,3.45,139.0,-158100.0,12.0107,5.42702501790617,8
NC-I-Sr,169.25,5.64,0.10953072191124301,3759.95,28.875,11.75,195.0,-158100.0,12.0107,6.880093855759469,3
NC-I-Zn,161.5,5.64,0.055514849815361,3759.95,8.0,6.25,139.0,-158100.0,12.0107,5.997999332962719,8
NCO-Br-Ba,138.6,5.64,0.12077918514792402,3768.2,24.4,8.65,215.0,-209200.0,12.0107,6.040613361099029,4
NCO-Br-Be,131.6,5.64,0.078903187652218,3768.2,7.68,63.65,120.0,-209200.0,9.012182000000001,10.5298199929727,4
NCO-Br-Ca,137.8,5.64,0.11462361165427001,3768.2,25.04,15.55,176.0,-209200.0,12.0107,6.974286614003559,4
NCO-Br-Cd,131.6,5.64,0.071096070445066,3768.2,7.04,6.15,144.0,-209200.0,12.0107,5.61853974379465,1
NCO-Br-Co,131.6,5.64,0.059055079688079,3768.2,9.84,4.05,126.0,-209200.0,12.0107,5.207336783556981,2
NCO-Br-Cu,137.8,5.64,0.057826325744851,3768.2,8.4,4.15,132.0,-209200.0,12.0107,5.22841934862643,4
NCO-Br-Fe,138.6,5.64,0.062164943826665,3768.2,10.56,3.15,132.0,-209200.0,12.0107,5.00939566656415,5
NCO-Br-Mg,131.6,5.64,0.09575236411353,3768.2,7.44,28.35,141.0,-209200.0,12.0107,8.24085303953413,4
NCO-Br-Mn,136.2,5.64,0.08020935166674299,3768.2,11.28,5.15,139.0,-209200.0,12.0107,5.43048600189953,4
NCO-Br-Ni,137.8,5.64,0.05721548626881099,3768.2,9.12,4.35,124.0,-209200.0,12.0107,5.27008181709708,2
NCO-Br-Pb,137.8,5.64,0.034633762162321995,3768.2,5.28,4.35,146.0,-209200.0,12.0107,5.27008181709708,4
NCO-Br-Pd,137.8,5.64,0.040852934657717,3768.2,8.88,2.65,139.0,-209200.0,12.0107,4.89231058289271,5
NCO-Br-Pt,137.8,5.64,0.036927812959776,3768.2,8.64,3.85,136.0,-209200.0,12.0107,5.16465177532661,5
NCO-Br-Sr,137.8,5.64,0.11746257381732599,3768.2,24.72,12.15,195.0,-209200.0,12.0107,6.54747100470732,4
NCO-Br-Zn,131.6,5.64,0.073689299375196,3768.2,7.2,6.65,122.0,-209200.0,12.0107,5.708021945943661,5
NCO-Cl-Ba,138.6,5.64,0.12397659770015301,3768.2,24.32,8.4,215.0,-217333.333333333,12.0107,6.27139123620859,4
NCO-Cl-Be,131.6,5.64,0.08284344979838701,3768.2,7.52,63.4,102.0,-217333.333333333,9.012182000000001,10.932105214356598,4
NCO-Cl-Ca,137.8,5.64,0.11799801288574699,3768.2,24.96,15.3,176.0,-217333.333333333,12.0107,7.240734894827139,1
NCO-Cl-Cd,131.6,5.64,0.075042116222504,3768.2,6.8,5.9,144.0,-217333.333333333,12.0107,5.83319255896103,1
NCO-Cl-Co,131.6,5.64,0.06290540316759799,3768.2,9.68,3.8,126.0,-217333.333333333,12.0107,5.406279845469901,1
